"","X","specificEpithet","id","institutionCode","year","month","day","eventDate","stateProvince","county","references","lon","lat","geoclass","flowers","fruit","leaves","bbch.f","bbch.v","flagged","note","flagged_question","question_note","entered_by","imput_date.GPS","pdsi","pdsi.sd","pdsi.min","spiyear.min","spispring.min","spisummer.min","spiyear.mean","spispring.mean","spisummer.mean"
"68",68,"mexicana",21204454,"APSC",2010,6,7,"2010-06-07","Mississippi","monroe","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21204454",-88.4765644,33.88974155,"county_centroid","N","N","Y",NA,NA,"","","","","SC","date",0.120169497505462,1.76126507734642,-3.91000008583069,-2.51841378211975,-2.51841378211975,-2.35523748397827,4.07928819186054e-05,5.57514722459018e-05,5.57514722459018e-05
"69",69,"mexicana",10246804,"APCR",NA,NA,1970,"","Arkansas","pope","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246804",-93.03339602,35.44081908,"county_centroid","N","Y","Y",89,19,"","","Y","incomplete date","SC","date",-0.0364406755099357,1.84206569178623,-3.36999988555908,-3.14900898933411,-2.9301974773407,-3.14900898933411,0.000139669355121441,0.000147860511788167,0.000147860511788167
"70",70,"mexicana",25174217,"SAT",2008,3,30,"2008-03-30","Texas","mcculloch","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25174217",-99.36576394,31.20210662,"county_centroid","Y","N","Y",65,10,"","","","","SC","",0.222203388257678,2.02042947585445,-4.63000011444092,-2.68292474746704,-2.68292474746704,-2.6173849105835,-6.40076686977409e-05,-0.000193782747373916,-0.000193782747373916
"71",71,"mexicana",16920067,"NCU",1957,6,16,"1957-06-16","Louisiana","winn","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920067",-92.63472222,31.94680798,"county_centroid","N","N","Y",NA,NA,"","","","","SC","date",0.0440677942992267,1.74918943261471,-5.42000007629395,-2.5259644985199,-2.49774765968323,-2.5259644985199,1.68077222042484e-05,8.44635651446879e-05,8.44635651446879e-05
"72",72,"mexicana",21268914,"UAM",1990,3,20,"1990-03-20","Arkansas","lincoln","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268914",-91.72609781,33.96344474,"county_centroid","Y","N","N",67,0,"","","","","SC","",0.00372881268672014,1.70504117782336,-4.98999977111816,-2.44529318809509,-2.44529318809509,-2.30346465110779,-0.000122979414300062,4.80517519463319e-05,4.80517519463319e-05
"73",73,"mexicana",13573864,"TEX",NA,NA,NA,"","Texas","angelina","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573864",-94.61538616,31.27644751,"county_centroid","N","N","Y",NA,NA,"","","Y","is date collection date or data scanned?","SC","",0.206101695722821,1.83395935141572,-5.32999992370605,-2.873703956604,-2.22206449508667,-2.873703956604,0.000171996798599139,-1.89924357982818e-05,-1.89924357982818e-05
"74",74,"mexicana",12508922,"DUKE",1998,7,20,"1998-07-20","Mississippi","amite","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508922",-90.80948266,31.17633764,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",0.00957627272454359,1.78256196737623,-4.46000003814697,-2.50528407096863,-2.50528407096863,-2.29324841499329,-4.49165490863379e-05,-6.62343227304518e-05,-6.62343227304518e-05
"75",75,"mexicana",12877131,"UARK",1951,7,31,"1951-07-31","Arkansas","little river","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877131",-94.24316887,33.70943008,"county_centroid","N","N","Y",NA,NA,"","","","","SC","date",0.11279661494102,1.58108740833438,-4.05999994277954,-2.60306644439697,-2.38589191436768,-2.60306644439697,4.66275232611224e-05,-1.3720894457947e-05,-1.3720894457947e-05
"76",76,"mexicana",11406031,"UCAC",2002,8,7,"2002-08-07","Arkansas","yell","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11406031",-93.41370271,35.00455982,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.0364406755099357,1.84206569178623,-3.36999988555908,-3.14900898933411,-2.9301974773407,-3.14900898933411,0.000139669355121441,0.000147860511788167,0.000147860511788167
"77",77,"mexicana",10360301,"DSC",2006,11,7,"2006-11-07","Mississippi","bolivar","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10360301",-90.8875126,33.80045169,"county_centroid","","","",NA,NA,"Y","no image","","","SC","",-0.00415254872039718,1.7525245921394,-5.23000001907349,-2.56233835220337,-2.56233835220337,-2.19900798797607,-0.000116913841338828,-3.24827960866969e-05,-3.24827960866969e-05
"78",78,"mexicana",13573866,"TEX",1926,0,0,"1926-00-00","Texas","dallas","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13573866",-96.77946085,32.76742822,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",0.303050856437471,1.94004692334762,-6.61999988555908,-2.92803835868835,-2.1938111782074,-2.92803835868835,0.000263452064245939,8.25611059553921e-05,8.25611059553921e-05
"79",79,"mexicana",19446376,"BEREA",1973,6,6,"1973-06-06","Louisiana","ouachita","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19446376",-92.1593802,32.4833014,"county_centroid","N","N","Y",NA,NA,"","","","","SC","date",0.0199152513454526,1.68108404546359,-4.38000011444092,-2.52056455612183,-2.52056455612183,-2.1681067943573,-5.30892357346602e-05,4.78283109259792e-05,4.78283109259792e-05
"80",80,"mexicana",11535436,"LSU",1977,4,26,"1977-04-26","Wisconsin","dane","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535436",-89.42050383,43.06816145,"county_centroid","Y","N","Y",65,15,"","","","","SC","",0.482966108342349,1.77646163051884,-4.48000001907349,-2.99197554588318,-2.99197554588318,-2.76525735855103,0.000143424127600156,0.000203426083317026,0.000203426083317026
"81",81,"mexicana",22519514,"KANU",2005,4,16,"2005-04-16","Kansas","Jackson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22519514",-95.5969444,39.4488889,"geo_referenced","Y","N","Y",65,11,"","","","","SC","",0.391525427289938,2.04094818562002,-4.8600001335144,-2.70367956161499,-2.70367956161499,-2.48750829696655,0.000133982350234874,0.000217327047721483,0.000217327047721483
"82",82,"mexicana",12911151,"UARK",1990,5,21,"1990-05-21","Arkansas","perry","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911151",-92.9415163,34.94234579,"county_centroid","N","N","Y",NA,NA,"","","","","SC","date",0.0193220337032009,1.88309789934098,-3.73000001907349,-2.82442474365234,-2.27704739570618,-2.82442474365234,-0.000178235757630318,-7.56318258936517e-05,-7.56318258936517e-05
"83",83,"mexicana",11405926,"UCAC",2002,8,9,"2002-08-09","Arkansas","yell","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11405926",-93.41370271,35.00455982,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.0364406755099357,1.84206569178623,-3.36999988555908,-3.14900898933411,-2.9301974773407,-3.14900898933411,0.000139669355121441,0.000147860511788167,0.000147860511788167
"84",84,"mexicana",5465862,"EKY",1988,8,24,"1988-08-24","Kentucky","estill","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465862",-83.96132227,37.69163301,"county_centroid","N","Y","Y",89,19,"","","","","SC","",0.152033901615542,1.72788323536505,-5.03999996185303,-2.66542029380798,-2.6400089263916,-2.66542029380798,-2.21119853449636e-06,4.20879732700996e-05,4.20879732700996e-05
"85",85,"mexicana",16080187,"FLAS",2010,6,4,"2010-06-04","Georgia","peach","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080187",-83.83366018,32.57429119,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.285000004347856,1.76123343038461,-6.40000009536743,-3.33493041992188,-2.73567891120911,-3.33493041992188,0.000106265317299403,0.000101280274975579,0.000101280274975579
"86",86,"mexicana",15369792,"NCU",1977,5,16,"1977-05-16","Arkansas","hempstead","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369792",-93.66853507,33.73577783,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",0.10677965525222,1.63679167732988,-3.91000008583069,-2.84796094894409,-2.84796094894409,-2.21465039253235,-8.21727589936927e-05,3.27904399455292e-06,3.27904399455292e-06
"87",87,"mexicana",14221706,"BRIT",1979,3,14,"1979-03-14","Texas","Smith","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14221706",-95.269183,32.375035,"geo_referenced","Y","N","N",65,0,"","","","","SC","",0.121949153368251,1.80523893399357,-5.46999979019165,-2.64145660400391,-2.28195714950562,-2.64145660400391,0.000211299338843673,7.31695909053087e-05,7.31695909053087e-05
"88",88,"mexicana",10246797,"APCR",1972,3,25,"1972-03-25","Arkansas","cleburne","https://midwestherbaria.org/portal/collections/individual/index.php?occid=10246797",-92.04132081,35.52982647,"county_centroid","N","N","Y",NA,NA,"","","","","SC","date",-0.0612711884018223,1.70229686463956,-3.55999994277954,-2.95263934135437,-2.88309144973755,-2.95263934135437,-9.66842490015551e-05,-3.5318749723956e-05,-3.5318749723956e-05
"89",89,"mexicana",7380353,"EKY",2008,6,7,"2008-06-07","Virginia","Dickenson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7380353",-82.29075,37.29975,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.158728813752532,1.70525910058494,-3.55999994277954,-2.79238891601562,-2.79238891601562,-2.7855486869812,-1.88849880942143e-05,5.60778789804317e-05,5.60778789804317e-05
"90",90,"mexicana",16920062,"NCU",1983,5,9,"1983-05-09","Louisiana","ouachita","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16920062",-92.1593802,32.4833014,"county_centroid","N","N","Y",NA,NA,"","","","","SC","date",0.0199152513454526,1.68108404546359,-4.38000011444092,-2.52056455612183,-2.52056455612183,-2.1681067943573,-5.30892357346602e-05,4.78283109259792e-05,4.78283109259792e-05
"91",91,"mexicana",15369608,"NCU",1937,5,19,"1937-05-19","North Carolina","orange","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369608",-79.1273705,36.05478028,"county_centroid","N","Y","Y",89,19,"","","","","SC","",0.0870338998955943,1.7249829978033,-4.42000007629395,-2.63603210449219,-2.63603210449219,-2.56979274749756,-0.000137221548357047,-4.91591672471259e-05,-4.91591672471259e-05
"92",92,"mexicana",6344507,"MMNS",1984,6,28,"1984-06-28","Mississippi","Winston","https://midwestherbaria.org/portal/collections/individual/index.php?occid=6344507",-89.05,33.0463,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",0.0593220293521881,1.62493482904897,-3.72000002861023,-2.49742650985718,-2.33322811126709,-2.49742650985718,-9.171092096949e-05,-5.05795869685244e-05,-5.05795869685244e-05
"93",93,"mexicana",22620197,"KANU",1975,5,12,"1975-05-12","Kansas","McPherson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620197",-97.42753,38.41653,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.510847455032675,2.02166072028521,-6.17999982833862,-2.79996347427368,-2.77992296218872,-2.79996347427368,0.000374380149878561,0.000517550099175423,0.000517550099175423
"94",94,"mexicana",24348693,"APSC",1995,8,21,"1995-08-21","Tennessee","maury","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24348693",-87.07726788,35.62972397,"county_centroid","N","N","Y",NA,NA,"","","","","SC","date",0.137542378409939,1.72128551635289,-3.66000008583069,-2.40070605278015,-2.32940578460693,-2.40070605278015,-5.16663603775669e-05,-1.81827272172086e-05,-1.81827272172086e-05
"95",95,"mexicana",22620202,"KANU",1969,4,20,"1969-04-20","Kansas","Anderson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620202",-95.24183,38.32978,"geo_referenced","Y","N","Y",65,17,"","","","","SC","",0.272966098624392,1.88009924765843,-4.28000020980835,-2.63564157485962,-2.30044364929199,-2.63564157485962,0.000168156198924407,0.000201392263988964,0.000201392263988964
"96",96,"mexicana",5894924,"MISS",1967,6,1,"1967-06-01","Mississippi","lincoln","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894924",-90.46343596,31.5391525,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",0.084067796593753,1.82799324950538,-4.78999996185303,-2.50528407096863,-2.50528407096863,-2.29324841499329,-4.49165490863379e-05,-6.62343227304518e-05,-6.62343227304518e-05
"97",97,"mexicana",21350435,"APSC",1972,9,9,"1972-09-09","Kentucky","calloway","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21350435",-88.27037413,36.62484397,"county_centroid","N","N","Y",NA,NA,"","","","","SC","date",0.278220333964011,1.82732659661697,-4.28000020980835,-2.41588687896729,-2.2849280834198,-2.41588687896729,-7.90689082350582e-05,-7.69505422795191e-05,-7.69505422795191e-05
"98",98,"mexicana",5465885,"EKY",1996,6,23,"1996-06-23","Oklahoma","tulsa","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465885",-95.94280497,36.13383669,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",0.340084745959079,2.04043169759157,-5.82999992370605,-3.02573585510254,-3.02573585510254,-2.96816110610962,0.000165221325005405,0.000199077781871893,0.000199077781871893
"99",99,"mexicana",15369746,"NCU",1967,7,18,"1967-07-18","Alabama","russell","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369746",-85.19410539,32.29519985,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",-0.0946610154647191,1.75919936636275,-4.32000017166138,-3.31306600570679,-2.60498356819153,-3.31306600570679,-5.56953045816044e-06,-2.64792852249229e-05,-2.64792852249229e-05
"100",100,"mexicana",12508923,"DUKE",1969,6,19,"1969-06-19","Mississippi","scott","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12508923",-89.53954909,32.41092604,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",0.0883050794097579,1.76224570518592,-4.80000019073486,-2.50327968597412,-2.50327968597412,-2.40473985671997,4.11564942623954e-05,6.4434039813932e-05,6.4434039813932e-05
"101",101,"mexicana",12877067,"UARK",1942,9,4,"1942-09-04","Arkansas","cross","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877067",-90.77551081,35.28915734,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",0.117881355570408,1.85069948942921,-3.60999989509583,-2.47344970703125,-2.17729496955872,-2.47344970703125,-0.000135800961288624,-0.000153970628161915,-0.000153970628161915
"102",102,"mexicana",11535440,"LSU",1991,3,14,"1991-03-14","Texas","gillespie","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535440",-98.93732734,30.30096526,"county_centroid","Y","N","N",65,0,"","","","","SC","",0.230254230578825,2.23835235326343,-5.42999982833862,-2.99024319648743,-2.73718786239624,-2.99024319648743,0.000652928778436035,0.000301855587167665,0.000301855587167665
"103",103,"mexicana",5465868,"EKY",1995,5,21,"1995-05-21","Kentucky","jackson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5465868",-84.00309632,37.42208007,"county_centroid","N","Y","Y",89,17,"","","","","SC","",0.124576269933101,1.79676377660906,-4.98999977111816,-2.70825099945068,-2.70825099945068,-2.42943596839905,4.4398690079106e-05,8.88153372216038e-05,8.88153372216038e-05
"104",104,"mexicana",24641997,"NY",1974,5,18,"1974-05-18","Texas","Grimes Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24641997",-95.895632,30.341873,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",0.259152541315909,1.94302196486424,-4.55999994277954,-2.84465384483337,-2.41443777084351,-2.84465384483337,0.0003973166749347,0.000145153870107606,0.000145153870107606
"105",105,"mexicana",15369874,"NCU",1972,3,25,"1972-03-25","Arkansas","cleburne","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369874",-92.04132081,35.52982647,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",-0.0612711884018223,1.70229686463956,-3.55999994277954,-2.95263934135437,-2.88309144973755,-2.95263934135437,-9.66842490015551e-05,-3.5318749723956e-05,-3.5318749723956e-05
"106",106,"mexicana",9176940,"LSU",1970,8,20,"1970-08-20","Louisiana","union","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176940",-92.38028188,32.83355378,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",0.000338981591038785,1.65491029854697,-3.70000004768372,-2.52056455612183,-2.52056455612183,-2.1681067943573,-5.30892357346602e-05,4.78283109259792e-05,4.78283109259792e-05
"107",107,"mexicana",12877133,"UARK",1954,6,17,"1954-06-17","Arkansas","logan","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877133",-93.72428698,35.21063233,"county_centroid","N","Y","Y",89,19,"","","","","SC","date",0.015423720339471,1.89297514637172,-3.66000008583069,-3.14900898933411,-2.9301974773407,-3.14900898933411,0.000139669355121441,0.000147860511788167,0.000147860511788167
"108",108,"mexicana",9176892,"LSU",1970,7,2,"1970-07-02","Louisiana","catahoula","https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176892",-91.84924091,31.66600913,"county_centroid","N","Y","Y",89,19,"","","","","SC","",0.0516949141776915,1.74073385297987,-4.44000005722046,-2.81501913070679,-2.81501913070679,-2.51343584060669,-7.57241214159876e-05,-6.47735359962098e-05,-6.47735359962098e-05
